name,d,p,drate,state,gender,age
Suicide,194.0,1442084.0,0.00013452753098987298,Georgia,both,15_24
Uterin Cancer,0.0,1442084.0,0.0,Georgia,both,15_24
Maternal Conditions,14.0,1442084.0,9.70817233947537e-06,Georgia,both,15_24
Epilepsy,0.0,1442084.0,0.0,Georgia,both,15_24
Anaemia,0.0,1442084.0,0.0,Georgia,both,15_24
Rheumatic/Heart,0.0,1442084.0,0.0,Georgia,both,15_24
Rheumatoid Arthritis,0.0,1442084.0,0.0,Georgia,both,15_24
Alcohol,0.0,136686.0,0.0,New Mexico,female,15_24
Alzheimers,0.0,136686.0,0.0,New Mexico,female,15_24
Appendicitis,0.0,136686.0,0.0,New Mexico,female,15_24
Asthma,0.0,136686.0,0.0,New Mexico,female,15_24
Breast Cancer,0.0,136686.0,0.0,New Mexico,female,15_24
Colon-Rectum Cancers,0.0,136686.0,0.0,New Mexico,female,15_24
Congenital Anomalies,0.0,136686.0,0.0,New Mexico,female,15_24
Coronary Heart Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Diabetes Mellitus,0.0,136686.0,0.0,New Mexico,female,15_24
Diarrhoeal diseases,0.0,136686.0,0.0,New Mexico,female,15_24
Diphtheria,0.0,136686.0,0.0,New Mexico,female,15_24
Drownings,0.0,136686.0,0.0,New Mexico,female,15_24
Endocrine Disorders,0.0,136686.0,0.0,New Mexico,female,15_24
Falls,0.0,136686.0,0.0,New Mexico,female,15_24
Fires,0.0,136686.0,0.0,New Mexico,female,15_24
Homicide,0.0,136686.0,0.0,New Mexico,female,15_24
Hypertension,0.0,136686.0,0.0,New Mexico,female,15_24
Inflammatory/Heart,0.0,136686.0,0.0,New Mexico,female,15_24
Influenza & Pneumonia,0.0,136686.0,0.0,New Mexico,female,15_24
Kidney Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Leukemia,0.0,136686.0,0.0,New Mexico,female,15_24
Liver Cancer,0.0,136686.0,0.0,New Mexico,female,15_24
Liver Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Lung Cancers,0.0,136686.0,0.0,New Mexico,female,15_24
Lung Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Lymphomas,0.0,136686.0,0.0,New Mexico,female,15_24
Malnutrition,0.0,136686.0,0.0,New Mexico,female,15_24
Measles,0.0,136686.0,0.0,New Mexico,female,15_24
Meningitis,0.0,136686.0,0.0,New Mexico,female,15_24
Oral conditions,0.0,136686.0,0.0,New Mexico,female,15_24
Osteoarthritis,0.0,136686.0,0.0,New Mexico,female,15_24
Other Injuries,0.0,136686.0,0.0,New Mexico,female,15_24
Other Neoplasms,0.0,136686.0,0.0,New Mexico,female,15_24
Ovary Cancer,0.0,136686.0,0.0,New Mexico,female,15_24
Pancreas Cancer,0.0,136686.0,0.0,New Mexico,female,15_24
Parkinson's Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Peptic Ulcer Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Pertussis,0.0,136686.0,0.0,New Mexico,female,15_24
Poisonings,0.0,136686.0,0.0,New Mexico,female,15_24
Prostatic Hypertrophy,0.0,136686.0,0.0,New Mexico,female,15_24
Rheumatic/Heart,0.0,136686.0,0.0,New Mexico,female,15_24
Rheumatoid Arthritis,0.0,136686.0,0.0,New Mexico,female,15_24
Road Traffic Accidents,18.0,136686.0,0.0001316886879417058,New Mexico,female,15_24
Skin Disease,0.0,136686.0,0.0,New Mexico,female,15_24
Stomach Cancer,0.0,136686.0,0.0,New Mexico,female,15_24
Stroke,0.0,136686.0,0.0,New Mexico,female,15_24
Suicide,19.0,136686.0,0.00013900472616068947,New Mexico,female,15_24
Tetanus,0.0,136686.0,0.0,New Mexico,female,15_24
Uterin Cancer,0.0,136686.0,0.0,New Mexico,female,15_24
War,0.0,136686.0,0.0,New Mexico,female,15_24
Alcohol,0.0,146093.0,0.0,New Mexico,male,15_24
Alzheimers,0.0,146093.0,0.0,New Mexico,male,15_24
Appendicitis,0.0,146093.0,0.0,New Mexico,male,15_24
Asthma,0.0,146093.0,0.0,New Mexico,male,15_24
Bladder Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Colon-Rectum Cancers,0.0,146093.0,0.0,New Mexico,male,15_24
Congenital Anomalies,0.0,146093.0,0.0,New Mexico,male,15_24
Coronary Heart Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Diabetes Mellitus,0.0,146093.0,0.0,New Mexico,male,15_24
Diarrhoeal diseases,0.0,146093.0,0.0,New Mexico,male,15_24
Diphtheria,0.0,146093.0,0.0,New Mexico,male,15_24
Drownings,0.0,146093.0,0.0,New Mexico,male,15_24
Endocrine Disorders,0.0,146093.0,0.0,New Mexico,male,15_24
Falls,0.0,146093.0,0.0,New Mexico,male,15_24
Fires,0.0,146093.0,0.0,New Mexico,male,15_24
Hepatitis C,0.0,146093.0,0.0,New Mexico,male,15_24
Homicide,27.0,146093.0,0.00018481378300123894,New Mexico,male,15_24
Hypertension,0.0,146093.0,0.0,New Mexico,male,15_24
Inflammatory/Heart,0.0,146093.0,0.0,New Mexico,male,15_24
Influenza & Pneumonia,0.0,146093.0,0.0,New Mexico,male,15_24
Kidney Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Leukemia,0.0,146093.0,0.0,New Mexico,male,15_24
Liver Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Liver Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Low Birth Weight,0.0,146093.0,0.0,New Mexico,male,15_24
Lung Cancers,0.0,146093.0,0.0,New Mexico,male,15_24
Lung Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Lymphomas,0.0,146093.0,0.0,New Mexico,male,15_24
Malnutrition,0.0,146093.0,0.0,New Mexico,male,15_24
Oesophagus Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Oral Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Oral conditions,0.0,146093.0,0.0,New Mexico,male,15_24
Osteoarthritis,0.0,146093.0,0.0,New Mexico,male,15_24
Other Injuries,0.0,146093.0,0.0,New Mexico,male,15_24
Other Neoplasms,0.0,146093.0,0.0,New Mexico,male,15_24
Pancreas Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Parkinson's Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Peptic Ulcer Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Pertussis,0.0,146093.0,0.0,New Mexico,male,15_24
Poisonings,22.0,146093.0,0.0001505890083713799,New Mexico,male,15_24
Prostate Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Prostatic Hypertrophy,0.0,146093.0,0.0,New Mexico,male,15_24
Rheumatic/Heart,0.0,146093.0,0.0,New Mexico,male,15_24
Rheumatoid Arthritis,0.0,146093.0,0.0,New Mexico,male,15_24
Road Traffic Accidents,47.0,146093.0,0.0003217128815206752,New Mexico,male,15_24
Skin Cancers,0.0,146093.0,0.0,New Mexico,male,15_24
Skin Disease,0.0,146093.0,0.0,New Mexico,male,15_24
Stomach Cancer,0.0,146093.0,0.0,New Mexico,male,15_24
Stroke,0.0,146093.0,0.0,New Mexico,male,15_24
Suicide,73.0,146093.0,0.0004996817095959423,New Mexico,male,15_24
Alcohol,0.0,282779.0,0.0,New Mexico,both,15_24
Alzheimers,0.0,282779.0,0.0,New Mexico,both,15_24
Appendicitis,0.0,282779.0,0.0,New Mexico,both,15_24
Asthma,0.0,282779.0,0.0,New Mexico,both,15_24
Birth Trauma,0.0,282779.0,0.0,New Mexico,both,15_24
Bladder Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Breast Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Colon-Rectum Cancers,0.0,282779.0,0.0,New Mexico,both,15_24
Congenital Anomalies,0.0,282779.0,0.0,New Mexico,both,15_24
Coronary Heart Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Diabetes Mellitus,0.0,282779.0,0.0,New Mexico,both,15_24
Diarrhoeal diseases,0.0,282779.0,0.0,New Mexico,both,15_24
Endocrine Disorders,0.0,282779.0,0.0,New Mexico,both,15_24
Falls,0.0,282779.0,0.0,New Mexico,both,15_24
Hepatitis C,0.0,282779.0,0.0,New Mexico,both,15_24
Homicide,34.0,282779.0,0.00012023523670428144,New Mexico,both,15_24
Hypertension,0.0,282779.0,0.0,New Mexico,both,15_24
Inflammatory/Heart,0.0,282779.0,0.0,New Mexico,both,15_24
Influenza & Pneumonia,0.0,282779.0,0.0,New Mexico,both,15_24
Kidney Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Leukemia,0.0,282779.0,0.0,New Mexico,both,15_24
Liver Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Liver Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Low Birth Weight,0.0,282779.0,0.0,New Mexico,both,15_24
Lung Cancers,0.0,282779.0,0.0,New Mexico,both,15_24
Lung Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Lymphomas,0.0,282779.0,0.0,New Mexico,both,15_24
Malnutrition,0.0,282779.0,0.0,New Mexico,both,15_24
Oesophagus Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Oral Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Osteoarthritis,0.0,282779.0,0.0,New Mexico,both,15_24
Other Injuries,0.0,282779.0,0.0,New Mexico,both,15_24
Other Neoplasms,0.0,282779.0,0.0,New Mexico,both,15_24
Ovary Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Pancreas Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Parkinson's Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Peptic Ulcer Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Pertussis,0.0,282779.0,0.0,New Mexico,both,15_24
Poisonings,28.0,282779.0,9.901725375646707e-05,New Mexico,both,15_24
Prostate Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Prostatic Hypertrophy,0.0,282779.0,0.0,New Mexico,both,15_24
Rheumatic/Heart,0.0,282779.0,0.0,New Mexico,both,15_24
Rheumatoid Arthritis,0.0,282779.0,0.0,New Mexico,both,15_24
Road Traffic Accidents,65.0,282779.0,0.0002298614819346557,New Mexico,both,15_24
Skin Cancers,0.0,282779.0,0.0,New Mexico,both,15_24
Skin Disease,0.0,282779.0,0.0,New Mexico,both,15_24
Stomach Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Stroke,0.0,282779.0,0.0,New Mexico,both,15_24
Suicide,92.0,282779.0,0.00032534240519982037,New Mexico,both,15_24
Uterin Cancer,0.0,282779.0,0.0,New Mexico,both,15_24
Alzheimers,0.0,215488.0,0.0,Iowa,female,15_24
Anaemia,0.0,215488.0,0.0,Iowa,female,15_24
Appendicitis,0.0,215488.0,0.0,Iowa,female,15_24
Asthma,0.0,215488.0,0.0,Iowa,female,15_24
Bladder Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Breast Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Colon-Rectum Cancers,0.0,215488.0,0.0,Iowa,female,15_24
Congenital Anomalies,0.0,215488.0,0.0,Iowa,female,15_24
Coronary Heart Disease,0.0,215488.0,0.0,Iowa,female,15_24
Diabetes Mellitus,0.0,215488.0,0.0,Iowa,female,15_24
Diarrhoeal diseases,0.0,215488.0,0.0,Iowa,female,15_24
Diphtheria,0.0,215488.0,0.0,Iowa,female,15_24
Endocrine Disorders,0.0,215488.0,0.0,Iowa,female,15_24
Falls,0.0,215488.0,0.0,Iowa,female,15_24
Fires,0.0,215488.0,0.0,Iowa,female,15_24
Hypertension,0.0,215488.0,0.0,Iowa,female,15_24
Inflammatory/Heart,0.0,215488.0,0.0,Iowa,female,15_24
Influenza & Pneumonia,0.0,215488.0,0.0,Iowa,female,15_24
Kidney Disease,0.0,215488.0,0.0,Iowa,female,15_24
Leukemia,0.0,215488.0,0.0,Iowa,female,15_24
Liver Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Liver Disease,0.0,215488.0,0.0,Iowa,female,15_24
Low Birth Weight,0.0,215488.0,0.0,Iowa,female,15_24
Lung Cancers,0.0,215488.0,0.0,Iowa,female,15_24
Lung Disease,0.0,215488.0,0.0,Iowa,female,15_24
Lymphomas,0.0,215488.0,0.0,Iowa,female,15_24
Malnutrition,0.0,215488.0,0.0,Iowa,female,15_24
Multiple Sclerosis,0.0,215488.0,0.0,Iowa,female,15_24
Oesophagus Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Oral Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Oral conditions,0.0,215488.0,0.0,Iowa,female,15_24
Osteoarthritis,0.0,215488.0,0.0,Iowa,female,15_24
Other Injuries,0.0,215488.0,0.0,Iowa,female,15_24
Other Neoplasms,0.0,215488.0,0.0,Iowa,female,15_24
Ovary Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Pancreas Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Parkinson's Disease,0.0,215488.0,0.0,Iowa,female,15_24
Peptic Ulcer Disease,0.0,215488.0,0.0,Iowa,female,15_24
Pertussis,0.0,215488.0,0.0,Iowa,female,15_24
Poisonings,0.0,215488.0,0.0,Iowa,female,15_24
Prostatic Hypertrophy,0.0,215488.0,0.0,Iowa,female,15_24
Rheumatic/Heart,0.0,215488.0,0.0,Iowa,female,15_24
Rheumatoid Arthritis,0.0,215488.0,0.0,Iowa,female,15_24
Road Traffic Accidents,21.0,215488.0,9.745322245322246e-05,Iowa,female,15_24
Skin Cancers,0.0,215488.0,0.0,Iowa,female,15_24
Skin Disease,0.0,215488.0,0.0,Iowa,female,15_24
Stomach Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Stroke,0.0,215488.0,0.0,Iowa,female,15_24
Suicide,0.0,215488.0,0.0,Iowa,female,15_24
Uterin Cancer,0.0,215488.0,0.0,Iowa,female,15_24
Alcohol,0.0,228698.0,0.0,Iowa,male,15_24
Alzheimers,0.0,228698.0,0.0,Iowa,male,15_24
Anaemia,0.0,228698.0,0.0,Iowa,male,15_24
Appendicitis,0.0,228698.0,0.0,Iowa,male,15_24
Asthma,0.0,228698.0,0.0,Iowa,male,15_24
Bladder Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Colon-Rectum Cancers,0.0,228698.0,0.0,Iowa,male,15_24
Congenital Anomalies,0.0,228698.0,0.0,Iowa,male,15_24
Coronary Heart Disease,0.0,228698.0,0.0,Iowa,male,15_24
Diabetes Mellitus,0.0,228698.0,0.0,Iowa,male,15_24
Diarrhoeal diseases,0.0,228698.0,0.0,Iowa,male,15_24
Diphtheria,0.0,228698.0,0.0,Iowa,male,15_24
Endocrine Disorders,0.0,228698.0,0.0,Iowa,male,15_24
Falls,0.0,228698.0,0.0,Iowa,male,15_24
Fires,0.0,228698.0,0.0,Iowa,male,15_24
Hepatitis C,0.0,228698.0,0.0,Iowa,male,15_24
Homicide,22.0,228698.0,9.619673106017543e-05,Iowa,male,15_24
Hypertension,0.0,228698.0,0.0,Iowa,male,15_24
Inflammatory/Heart,0.0,228698.0,0.0,Iowa,male,15_24
Influenza & Pneumonia,0.0,228698.0,0.0,Iowa,male,15_24
Kidney Disease,0.0,228698.0,0.0,Iowa,male,15_24
Leukemia,0.0,228698.0,0.0,Iowa,male,15_24
Liver Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Liver Disease,0.0,228698.0,0.0,Iowa,male,15_24
Low Birth Weight,0.0,228698.0,0.0,Iowa,male,15_24
Lung Cancers,0.0,228698.0,0.0,Iowa,male,15_24
Lung Disease,0.0,228698.0,0.0,Iowa,male,15_24
Lymphomas,0.0,228698.0,0.0,Iowa,male,15_24
Malnutrition,0.0,228698.0,0.0,Iowa,male,15_24
Oesophagus Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Oral Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Oral conditions,0.0,228698.0,0.0,Iowa,male,15_24
Osteoarthritis,0.0,228698.0,0.0,Iowa,male,15_24
Other Injuries,0.0,228698.0,0.0,Iowa,male,15_24
Other Neoplasms,0.0,228698.0,0.0,Iowa,male,15_24
Pancreas Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Parkinson's Disease,0.0,228698.0,0.0,Iowa,male,15_24
Peptic Ulcer Disease,0.0,228698.0,0.0,Iowa,male,15_24
Pertussis,0.0,228698.0,0.0,Iowa,male,15_24
Poisonings,24.0,228698.0,0.00010494188842928229,Iowa,male,15_24
Prostate Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Prostatic Hypertrophy,0.0,228698.0,0.0,Iowa,male,15_24
Rheumatic/Heart,0.0,228698.0,0.0,Iowa,male,15_24
Rheumatoid Arthritis,0.0,228698.0,0.0,Iowa,male,15_24
Road Traffic Accidents,47.0,228698.0,0.00020551119817401113,Iowa,male,15_24
Skin Cancers,0.0,228698.0,0.0,Iowa,male,15_24
Skin Disease,0.0,228698.0,0.0,Iowa,male,15_24
Stomach Cancer,0.0,228698.0,0.0,Iowa,male,15_24
Stroke,0.0,228698.0,0.0,Iowa,male,15_24
Suicide,63.0,228698.0,0.000275472457126866,Iowa,male,15_24
Alcohol,0.0,444186.0,0.0,Iowa,both,15_24
Alzheimers,0.0,444186.0,0.0,Iowa,both,15_24
Anaemia,0.0,444186.0,0.0,Iowa,both,15_24
Birth Trauma,0.0,444186.0,0.0,Iowa,both,15_24
Bladder Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Breast Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Colon-Rectum Cancers,0.0,444186.0,0.0,Iowa,both,15_24
Congenital Anomalies,0.0,444186.0,0.0,Iowa,both,15_24
Coronary Heart Disease,0.0,444186.0,0.0,Iowa,both,15_24
Diabetes Mellitus,0.0,444186.0,0.0,Iowa,both,15_24
Diarrhoeal diseases,0.0,444186.0,0.0,Iowa,both,15_24
Endocrine Disorders,0.0,444186.0,0.0,Iowa,both,15_24
Falls,0.0,444186.0,0.0,Iowa,both,15_24
Fires,0.0,444186.0,0.0,Iowa,both,15_24
Hepatitis C,0.0,444186.0,0.0,Iowa,both,15_24
Homicide,27.0,444186.0,6.0785346679093895e-05,Iowa,both,15_24
Hypertension,0.0,444186.0,0.0,Iowa,both,15_24
Inflammatory/Heart,0.0,444186.0,0.0,Iowa,both,15_24
Influenza & Pneumonia,0.0,444186.0,0.0,Iowa,both,15_24
Kidney Disease,0.0,444186.0,0.0,Iowa,both,15_24
Leukemia,0.0,444186.0,0.0,Iowa,both,15_24
Liver Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Liver Disease,0.0,444186.0,0.0,Iowa,both,15_24
Low Birth Weight,0.0,444186.0,0.0,Iowa,both,15_24
Lung Cancers,0.0,444186.0,0.0,Iowa,both,15_24
Lung Disease,0.0,444186.0,0.0,Iowa,both,15_24
Lymphomas,0.0,444186.0,0.0,Iowa,both,15_24
Malnutrition,0.0,444186.0,0.0,Iowa,both,15_24
Multiple Sclerosis,0.0,444186.0,0.0,Iowa,both,15_24
Oesophagus Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Oral Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Osteoarthritis,0.0,444186.0,0.0,Iowa,both,15_24
Other Injuries,10.0,444186.0,2.2513091362627366e-05,Iowa,both,15_24
Other Neoplasms,0.0,444186.0,0.0,Iowa,both,15_24
Ovary Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Pancreas Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Parkinson's Disease,0.0,444186.0,0.0,Iowa,both,15_24
Peptic Ulcer Disease,0.0,444186.0,0.0,Iowa,both,15_24
Poisonings,32.0,444186.0,7.204189236040758e-05,Iowa,both,15_24
Prostate Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Prostatic Hypertrophy,0.0,444186.0,0.0,Iowa,both,15_24
Rheumatic/Heart,0.0,444186.0,0.0,Iowa,both,15_24
Rheumatoid Arthritis,0.0,444186.0,0.0,Iowa,both,15_24
Road Traffic Accidents,68.0,444186.0,0.0001530890212658661,Iowa,both,15_24
Skin Cancers,0.0,444186.0,0.0,Iowa,both,15_24
Skin Disease,0.0,444186.0,0.0,Iowa,both,15_24
Stomach Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Stroke,0.0,444186.0,0.0,Iowa,both,15_24
Suicide,72.0,444186.0,0.00016209425781091706,Iowa,both,15_24
Uterin Cancer,0.0,444186.0,0.0,Iowa,both,15_24
Alcohol,0.0,666213.0,0.0,North Carolina,female,15_24
Alzheimers,0.0,666213.0,0.0,North Carolina,female,15_24
Anaemia,0.0,666213.0,0.0,North Carolina,female,15_24
Asthma,0.0,666213.0,0.0,North Carolina,female,15_24
Birth Trauma,0.0,666213.0,0.0,North Carolina,female,15_24
Bladder Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Breast Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Cervical Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Colon-Rectum Cancers,0.0,666213.0,0.0,North Carolina,female,15_24
Congenital Anomalies,0.0,666213.0,0.0,North Carolina,female,15_24
Coronary Heart Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Diabetes Mellitus,0.0,666213.0,0.0,North Carolina,female,15_24
Diarrhoeal diseases,0.0,666213.0,0.0,North Carolina,female,15_24
Endocrine Disorders,0.0,666213.0,0.0,North Carolina,female,15_24
Falls,0.0,666213.0,0.0,North Carolina,female,15_24
HIV/AIDS,0.0,666213.0,0.0,North Carolina,female,15_24
Hepatitis C,0.0,666213.0,0.0,North Carolina,female,15_24
Homicide,19.0,666213.0,2.8519407456774334e-05,North Carolina,female,15_24
Hypertension,0.0,666213.0,0.0,North Carolina,female,15_24
Inflammatory/Heart,0.0,666213.0,0.0,North Carolina,female,15_24
Influenza & Pneumonia,0.0,666213.0,0.0,North Carolina,female,15_24
Kidney Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Leukemia,0.0,666213.0,0.0,North Carolina,female,15_24
Liver Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Liver Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Low Birth Weight,0.0,666213.0,0.0,North Carolina,female,15_24
Lung Cancers,0.0,666213.0,0.0,North Carolina,female,15_24
Lung Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Lymphomas,0.0,666213.0,0.0,North Carolina,female,15_24
Malnutrition,0.0,666213.0,0.0,North Carolina,female,15_24
Maternal Conditions,0.0,666213.0,0.0,North Carolina,female,15_24
Multiple Sclerosis,0.0,666213.0,0.0,North Carolina,female,15_24
Oesophagus Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Oral Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Other Injuries,0.0,666213.0,0.0,North Carolina,female,15_24
Other Neoplasms,0.0,666213.0,0.0,North Carolina,female,15_24
Ovary Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Pancreas Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Parkinson's Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Peptic Ulcer Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Poisonings,62.0,666213.0,9.306332959578994e-05,North Carolina,female,15_24
Rheumatic/Heart,0.0,666213.0,0.0,North Carolina,female,15_24
Rheumatoid Arthritis,0.0,666213.0,0.0,North Carolina,female,15_24
Road Traffic Accidents,73.0,666213.0,0.00010957456549181718,North Carolina,female,15_24
Skin Cancers,0.0,666213.0,0.0,North Carolina,female,15_24
Skin Disease,0.0,666213.0,0.0,North Carolina,female,15_24
Stomach Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Stroke,0.0,666213.0,0.0,North Carolina,female,15_24
Suicide,33.0,666213.0,4.953370768808174e-05,North Carolina,female,15_24
Uterin Cancer,0.0,666213.0,0.0,North Carolina,female,15_24
Fires,0.0,666213.0,0.0,North Carolina,female,15_24
Epilepsy,0.0,666213.0,0.0,North Carolina,female,15_24
Alcohol,0.0,707224.0,0.0,North Carolina,male,15_24
Alzheimers,0.0,707224.0,0.0,North Carolina,male,15_24
Anaemia,0.0,707224.0,0.0,North Carolina,male,15_24
Appendicitis,0.0,707224.0,0.0,North Carolina,male,15_24
Asthma,0.0,707224.0,0.0,North Carolina,male,15_24
Birth Trauma,0.0,707224.0,0.0,North Carolina,male,15_24
Bladder Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Colon-Rectum Cancers,0.0,707224.0,0.0,North Carolina,male,15_24
Congenital Anomalies,0.0,707224.0,0.0,North Carolina,male,15_24
Coronary Heart Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Diabetes Mellitus,0.0,707224.0,0.0,North Carolina,male,15_24
Diarrhoeal diseases,0.0,707224.0,0.0,North Carolina,male,15_24
Drownings,18.0,707224.0,2.545162494485481e-05,North Carolina,male,15_24
Drug Use,0.0,707224.0,0.0,North Carolina,male,15_24
Endocrine Disorders,0.0,707224.0,0.0,North Carolina,male,15_24
Falls,0.0,707224.0,0.0,North Carolina,male,15_24
Fires,0.0,707224.0,0.0,North Carolina,male,15_24
HIV/AIDS,0.0,707224.0,0.0,North Carolina,male,15_24
Hepatitis C,0.0,707224.0,0.0,North Carolina,male,15_24
Homicide,136.0,707224.0,0.00019230116625001414,North Carolina,male,15_24
Hypertension,0.0,707224.0,0.0,North Carolina,male,15_24
Inflammatory/Heart,0.0,707224.0,0.0,North Carolina,male,15_24
Influenza & Pneumonia,0.0,707224.0,0.0,North Carolina,male,15_24
Kidney Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Leukemia,0.0,707224.0,0.0,North Carolina,male,15_24
Liver Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Liver Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Low Birth Weight,0.0,707224.0,0.0,North Carolina,male,15_24
Lung Cancers,0.0,707224.0,0.0,North Carolina,male,15_24
Lung Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Lymphomas,0.0,707224.0,0.0,North Carolina,male,15_24
Malnutrition,0.0,707224.0,0.0,North Carolina,male,15_24
Multiple Sclerosis,0.0,707224.0,0.0,North Carolina,male,15_24
Oesophagus Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Oral Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Other Injuries,18.0,707224.0,2.545162494485481e-05,North Carolina,male,15_24
Other Neoplasms,0.0,707224.0,0.0,North Carolina,male,15_24
Pancreas Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Parkinson's Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Peptic Ulcer Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Poisonings,162.0,707224.0,0.00022906462450369332,North Carolina,male,15_24
Prostate Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Prostatic Hypertrophy,0.0,707224.0,0.0,North Carolina,male,15_24
Rheumatic/Heart,0.0,707224.0,0.0,North Carolina,male,15_24
Road Traffic Accidents,174.0,707224.0,0.0002460323744669299,North Carolina,male,15_24
Skin Cancers,0.0,707224.0,0.0,North Carolina,male,15_24
Skin Disease,0.0,707224.0,0.0,North Carolina,male,15_24
Stomach Cancer,0.0,707224.0,0.0,North Carolina,male,15_24
Stroke,0.0,707224.0,0.0,North Carolina,male,15_24
Suicide,147.0,707224.0,0.00020785493704964764,North Carolina,male,15_24
Alcohol,0.0,1373437.0,0.0,North Carolina,both,15_24
Alzheimers,0.0,1373437.0,0.0,North Carolina,both,15_24
Anaemia,0.0,1373437.0,0.0,North Carolina,both,15_24
Asthma,10.0,1373437.0,7.281003788306271e-06,North Carolina,both,15_24
Bladder Cancer,0.0,1373437.0,0.0,North Carolina,both,15_24
Breast Cancer,0.0,1373437.0,0.0,North Carolina,both,15_24
Cervical Cancer,0.0,1373437.0,0.0,North Carolina,both,15_24
